Timestamp,Bytes_Send_leo02,Bytes_Received_leo02,Packets_Send_leo02,Packets_Received_leo02,Errors_Send_leo02,Errors_Received_leo02,Drop_Incoming_leo02,Drop_total_leo02,CPU_percent_leo02,CPU_time_leo02,RAM_percent_leo02,RAM_info_leo02,LAT_leo02,LONG_leo02,ALT_leo02,Delay_local,Size_local,Bytes_Send_local,Bytes_Received_local,Packets_Send_local,Packets_Received_local,Errors_Send_local,Errors_Received_local,Drop_Incoming_local,Drop_total_local,CPU_percent_local,CPU_time_local,RAM_percent_local,RAM_info_local,Ping_target_local,LAT_local,LONG_local,ALT_local
689,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.625804833333326,6.158832833333334,356.3
1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.4929829722260577,40361984.0,49.6273285,6.1591648333333335,351.2,,,,,,,,,,,,,,,,,,
1693,,,,,,,,,,,,,,,,,,6304.0,6218.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.22,0.4005569938649086,65957888.0,1.0,49.625803833333336,6.158839,355.7
2196,610.0,3083.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.75,0.6670328768713241,54611968.0,49.62732833333333,6.159164166666667,351.2,,,,,,,,,,,,,,,,,,
2691,,,,,,,,,,,,,,,,,,2016.0,2100.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.22,0.4005569938649086,65957888.0,1.0,49.62580249999999,6.158840166666666,355.7
3200,4483.0,4327.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,1.75,0.6670328768713241,54611968.0,49.627327666666666,6.159161166666666,350.9,,,,,,,,,,,,,,,,,,
3512,,,,,,,,,,,,,,,,0.046792984008789,16376.0,,,,,,,,,,,,,,,,
3689,,,,,,,,,,,,,,,,,,6706.0,4137.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.22,0.4005569938649086,65957888.0,1.0,49.62580166666667,6.158845833333333,355.2
3928,,,,,,,,,,,,,,,,0.0577785968780517,16376.0,,,,,,,,,,,,,,,,
4199,372.0,432.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.75,0.6670328768713241,54611968.0,49.627328000000006,6.159157166666668,350.9,,,,,,,,,,,,,,,,,,
