TimeStamp,Delay,Size
3598,0.09154605865478516,4088
3940,0.028230905532836914,4088
4462,0.04971957206726074,4088
4951,0.0391843318939209,4088
5471,0.058991193771362305,4088
5938,0.026389598846435547,4088
6511,0.09924650192260742,4088
6982,0.07041144371032715,4088
7504,0.09176135063171387,4088
8001,0.08899688720703125,4088
8484,0.07166624069213867,4088
9043,0.1311180591583252,4088
9534,0.12145042419433594,4088
9948,0.035758018493652344,4088
10459,0.04645705223083496,4088
10940,0.02833390235900879,4088
11493,0.08069753646850586,4088
11926,0.014209747314453125,4088
12437,0.025730133056640625,4088
12931,0.020189285278320312,4088
13423,0.010919332504272461,4088
13932,0.020824670791625977,4088
14427,0.01709294319152832,4088
14932,0.01979351043701172,4088
15448,0.03610825538635254,4088
15940,0.027999162673950195,4088
16424,0.014130592346191406,4088
16938,0.025724411010742188,4088
17443,0.031079769134521484,4088
17932,0.01986384391784668,4088
18427,0.016146421432495117,4088
18940,0.028151750564575195,4088
19422,0.010398626327514648,4088
19933,0.020632266998291016,4088
20431,0.018961191177368164,4088
20963,0.05108070373535156,4088
21422,0.009778261184692383,4088
21924,0.012078285217285156,4088
22484,0.07184457778930664,4088
22930,0.01763439178466797,4088
23422,0.009520292282104492,4088
23921,0.009291648864746094,4088
24426,0.01593017578125,4088
24926,0.01386404037475586,4088
25425,0.01263427734375,4088
25982,0.07027125358581543,4088
26485,0.07270288467407227,4088
26943,0.03136134147644043,4088
27436,0.023992061614990234,4088
27932,0.01972055435180664,4088
28432,0.020128250122070312,4088
28933,0.020879268646240234,4088
29431,0.01907181739807129,4088
29925,0.012634515762329102,4088
30432,0.020378828048706055,4088
30958,0.046041011810302734,4088
31423,0.01138448715209961,4088
31935,0.02283620834350586,4088
32433,0.021072864532470703,4088
32939,0.02707839012145996,4088
33426,0.014636754989624023,4088
33947,0.035140037536621094,4088
34421,0.008492231369018555,4088
34923,0.01060032844543457,4088
35426,0.014369964599609375,4088
35932,0.019471406936645508,4088
36418,0.006121635437011719,4088
36978,0.06588101387023926,4088
37423,0.011034965515136719,4088
37927,0.014949560165405273,4088
38486,0.07361626625061035,4088
38923,0.01045083999633789,4088
39426,0.013442039489746094,4088
39936,0.024394750595092773,4088
40425,0.012501239776611328,4088
41019,0.10732054710388184,4088
41433,0.0206756591796875,4088
42019,0.10709524154663086,4088
42477,0.06488204002380371,4088
42994,0.08230137825012207,4088
43439,0.027828216552734375,4088
43944,0.03168082237243652,4088
44483,0.07138848304748535,4088
44961,0.048502445220947266,4088
45443,0.031054258346557617,4088
45949,0.03740215301513672,4088
46491,0.07849740982055664,4088
47037,0.12464404106140137,4088
47487,0.07715415954589844,4088
47942,0.030005455017089844,4088
48465,0.05282902717590332,4088
48961,0.04890084266662598,4088
49439,0.027055025100708008,4088
49922,0.009688138961791992,4088
50637,0.22467899322509766,4088
50927,0.015396595001220703,4088
51423,0.011538505554199219,4088
51935,0.023096561431884766,4088
52436,0.023513078689575195,4088
52932,0.01970505714416504,4088
53519,0.10687136650085449,4088
53936,0.02414393424987793,4088
54423,0.01321101188659668,4088
55071,0.15915966033935547,4088
55427,0.016615867614746094,4088
55924,0.01270747184753418,4088
56438,0.027833223342895508,4088
56932,0.02015852928161621,4088
57465,0.05303335189819336,4088
58100,0.18799185752868652,4088
58464,0.05358529090881348,4088
58943,0.03122425079345703,4088
59435,0.024389028549194336,4088
59936,0.024001359939575195,4088
60420,0.008201837539672852,4088
60947,0.03466463088989258,4088
61443,0.03057384490966797,4088
61928,0.015454292297363281,4088
62431,0.0214078426361084,4088
62934,0.021715402603149414,4088
63438,0.025974512100219727,4088
63928,0.015902280807495117,4088
64443,0.03271150588989258,4088
64931,0.0186464786529541,4088
65442,0.02960515022277832,4088
65976,0.0641334056854248,4088
66420,0.007982254028320312,4088
66922,0.010232686996459961,4088
67458,0.04604482650756836,4088
67980,0.06829833984375,4088
68435,0.0225369930267334,4088
69008,0.09632015228271484,4088
69430,0.017928123474121094,4088
69928,0.01596379280090332,4088
70676,0.2660179138183594,4088
73137,2.224566698074341,4088
73233,1.8205358982086182,4088
75672,3.759981632232666,4088
75681,3.271019220352173,4088
75703,2.791375160217285,4088
75712,2.3002262115478516,4088
75768,1.8559579849243164,4088
75776,1.3635456562042236,4088
75792,0.8796865940093994,4088
75804,0.3916306495666504,4088
75943,0.03143668174743652,4088
