Timestamp,Bytes_Send,Bytes_Received,Packets_Send,Packets_Received,Errors_Send,Errors_Received,Drop_Incoming,Drop_total,CPU_percent,CPU_time,RAM_percent,RAM_info,LAT,LONG,ALT
501,0,0,0,0,0,0,0,0,0,0,0,0,49.627314999999996,6.1591875,354.7
1502,452,0,2,0,0,0,0,0,0,0,0.0708906912567814,5804032,49.62731566666666,6.159188166666667,354.7
2507,422,340,3,4,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627316,6.159189166666666,354.7
3520,1162,98,5,1,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627316666666665,6.159190166666667,354.8
4514,6020,920,54,4,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627317999999995,6.159188,354.8
5505,3200,196,24,2,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627319166666666,6.159184666666666,354.8
6514,1986,1900,11,6,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.62732116666666,6.15918,354.8
7505,80958,20146,173,83,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627323499999996,6.159175166666667,354.8
8517,17508,722,70,7,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627326333333336,6.159171166666666,354.7
9514,2298,0,25,0,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.62732716666666,6.159166000000001,354.6
10513,1672,392,18,4,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627328000000006,6.159161,354.4
11514,3070,2174,19,7,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627329666666675,6.159155666666667,354.4
12516,802,196,9,2,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627332833333334,6.1591516666666655,354.6
13504,238,3224,3,4,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627332666666675,6.159147833333333,354.4
14506,238,3224,3,4,0,0,0,0,0.0,0.71,0.35760526542235244,29278208,49.627333666666665,6.159143666666667,354.3
