Timestamp,Bytes_Send,Bytes_Received,Packets_Send,Packets_Received,Errors_Send,Errors_Received,Drop_Incoming,Drop_total,CPU_percent,CPU_time,RAM_percent,RAM_info,Ping_target,LAT,LONG,ALT
2205,0,0,0,0,0,0,0,0,0.0,0.11,0.30143131368383247,49635328,0,49.62594683333334,6.159039166666668,357.0
2694,157385,93079,383,283,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,1,49.625952999999996,6.159037166666667,357.4
3208,6427,28360,59,76,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,1,49.625960166666665,6.1590425,357.3
5203,4752,4192,26,20,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.6259495,6.159043666666667,356.7
6145,27012,28970,126,98,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,1,49.62594066666667,6.159043499999999,356.3
7628,27184,35978,106,91,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62593866666666,6.159039333333334,356.4
8957,30880,68042,109,114,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,1,49.625931333333334,6.159035500000001,356.2
10420,5184,336392,46,257,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62593683333333,6.159032,356.7
11261,14296,435008,69,333,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,1,49.625918333333324,6.1590225,356.7
12728,2044,103396,20,89,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.625910833333336,6.159020333333332,356.8
13806,8640,462380,46,337,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,1,49.625909500000006,6.159020333333332,357.0
15270,9016,279125,44,215,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62591933333333,6.1590185,357.5
16734,9668,623516,58,450,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.625932666666664,6.159020666666667,357.6
18198,141668,335399,465,423,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62593816666667,6.1590245,357.6
19662,12986,44260,85,157,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62594116666667,6.15903,356.8
21126,9954,105620,48,95,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62593683333333,6.159032833333333,356.2
22593,16858,128842,109,173,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.625924000000005,6.159031833333334,356.0
24059,9998,19384,49,39,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62590266666666,6.159026666666667,355.5
25526,8446,16544,59,47,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62589966666666,6.159023666666667,355.7
26992,10456,10048,52,28,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.625913000000004,6.159032333333332,356.0
28458,3546,6616,37,26,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62590183333334,6.159033333333334,355.7
29923,12416,6028,50,25,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62588649999999,6.159034166666667,355.2
31389,2622,1560,27,16,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62588349999999,6.159031833333334,355.5
32854,162354,61498,639,281,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.62587866666666,6.159035500000001,355.6
34320,179590,32088,730,258,0,0,0,0,0.0,0.21000000000000002,0.41533245127735186,68390912,0,49.625877499999994,6.1590361666666675,355.7
