TimeStamp,Delay,Size
6793,0.024555206298828125,4088
7278,0.009914159774780273,4088
7789,0.021147966384887695,4088
8282,0.013779878616333008,4088
8791,0.02413010597229004,4088
9310,0.042705535888671875,4088
9779,0.011145353317260742,4088
10347,0.07897567749023438,4088
10950,0.1834707260131836,4088
11308,0.040108680725097656,4088
11805,0.03696084022521973,4088
12338,0.06948113441467285,4088
12812,0.04416942596435547,4088
13277,0.009121179580688477,4088
14021,0.2530050277709961,4088
17745,3.477036476135254,4088
18438,3.6701531410217285,4088
22465,6.697125196456909,4088
22466,6.197942495346069,4088
22466,5.698465824127197,4088
22467,5.198941707611084,4088
22874,4.605893135070801,4088
22874,4.106104135513306,4088
22874,3.6072487831115723,4088
22874,3.1063833236694336,4088
22875,2.6075093746185303,4088
22875,2.1066372394561768,4088
22875,1.6067633628845215,4088
22875,1.1068899631500244,4088
22875,0.6070189476013184,4088
22875,0.1071469783782959,4088
23276,0.009281635284423828,4088
23777,0.008539676666259766,4088
24277,0.008552074432373047,4088
24782,0.013487100601196289,4088
25292,0.023895978927612305,4088
25779,0.010790586471557617,4088
26278,0.00998830795288086,4088
26777,0.008630752563476562,4088
27275,0.007435798645019531,4088
27776,0.007513999938964844,4088
28275,0.007466554641723633,4088
28782,0.014082670211791992,4088
29274,0.007237672805786133,4088
31063,1.2949225902557373,4088
31080,0.811924934387207,4088
31094,0.326416015625,4088
32012,0.7453510761260986,4088
32040,0.27217602729797363,4088
34928,2.6598305702209473,4088
35113,2.345385789871216,4088
35201,1.9340076446533203,4088
35466,1.697580099105835,4088
35733,1.4680147171020508,4088
35734,0.9656848907470703,4088
35734,0.46617937088012695,4088
35801,0.03286480903625488,4088
39868,3.599810838699341,4088
39869,3.100757360458374,4088
39869,2.6013429164886475,4088
39870,2.1018519401550293,4088
39870,1.603339672088623,4088
39871,1.1028199195861816,4088
39871,0.6043097972869873,4088
39872,0.10381436347961426,4088
40275,0.007512331008911133,4088
40775,0.007141828536987305,4088
41275,0.006829023361206055,4088
41774,0.0069577693939208984,4088
42288,0.01991724967956543,4088
42777,0.009215831756591797,4088
43296,0.02745532989501953,4088
43774,0.005593776702880859,4088
47835,3.5667362213134766,4088
48251,3.4829626083374023,4088
48423,3.1552112102508545,4088
48912,3.1438281536102295,4088
50775,4.507843971252441,4088
50776,4.007641315460205,4088
50776,3.5091710090637207,4088
50777,3.0086748600006104,4088
50777,2.5091395378112793,4088
50778,2.00964617729187,4088
50778,1.5111398696899414,4088
50779,1.010615348815918,4088
50843,0.5754194259643555,4088
50844,0.07633662223815918,4088
51277,0.008754968643188477,4088
51781,0.013887882232666016,4088
52279,0.010586023330688477,4088
52775,0.007257699966430664,4088
53278,0.011147499084472656,4088
53775,0.007326364517211914,4088
54282,0.014883279800415039,4088
54780,0.012339115142822266,4088
55275,0.008226871490478516,4088
55783,0.015098333358764648,4088
56309,0.040982961654663086,4088
56781,0.014282703399658203,4088
57277,0.009383916854858398,4088
57777,0.008643388748168945,4088
58274,0.007000446319580078,4088
58772,0.004172563552856445,4088
59304,0.03663802146911621,4088
60735,0.9682602882385254,4088
60828,0.5609824657440186,4088
61638,0.8700196743011475,4088
65503,4.234673500061035,4088
65504,3.737628221511841,4088
65504,3.2371084690093994,4088
65505,2.735572099685669,4088
65505,2.2380073070526123,4088
65505,1.7374281883239746,4088
65506,1.2378439903259277,4088
65506,0.7382588386535645,4088
65507,0.23867392539978027,4088
65780,0.012333154678344727,4088
66279,0.01122903823852539,4088
66779,0.011022090911865234,4088
67276,0.007620096206665039,4088
67774,0.006412506103515625,4088
68274,0.005760669708251953,4088
68778,0.010382652282714844,4088
69291,0.02261805534362793,4088
69773,0.0046808719635009766,4088
70281,0.012945175170898438,4088
70774,0.006395816802978516,4088
71278,0.010292768478393555,4088
71773,0.005212068557739258,4088
72274,0.005951642990112305,4088
72779,0.010962963104248047,4088
73638,0.36957454681396484,4088
75368,1.5994672775268555,4088
75460,1.1926884651184082,4088
75681,0.9136753082275391,4088
77250,1.9836721420288086,4088
78487,2.7184977531433105,4088
78487,2.220334053039551,4088
78488,1.7198796272277832,4088
78488,1.220442295074463,4088
78592,0.8237018585205078,4088
78691,0.42319607734680176,4088
78834,0.06630229949951172,4088
81972,2.703598737716675,4088
81973,2.204486608505249,4088
81973,1.7050435543060303,4088
81974,1.2055797576904297,4088
81974,0.7061479091644287,4088
81975,0.20673131942749023,4088
82291,0.022965192794799805,4088
82787,0.018549680709838867,4088
83283,0.0162198543548584,4088
83776,0.008032798767089844,4088
84277,0.0098114013671875,4088
84789,0.02118206024169922,4088
85278,0.011376619338989258,4088
85813,0.044507741928100586,4088
86283,0.015042304992675781,4088
86984,0.21492767333984375,4088
88018,0.7523128986358643,4088
88569,0.8004875183105469,4088
88700,0.43169641494750977,4088
88809,0.04049253463745117,4088
89278,0.010254383087158203,4088
89778,0.010289907455444336,4088
90287,0.01851630210876465,4088
90779,0.011136531829833984,4088
91275,0.008014678955078125,4088
91778,0.010286808013916016,4088
